family,price_change_pct,elasticity_assumption,baseline_units_sim,baseline_revenue_sim,baseline_margin_sim,new_price_sim,volume_ratio_sim,new_units_sim,new_revenue_sim,new_cogs_sim,new_margin_sim,revenue_change_vs_baseline_pct,margin_change_vs_baseline_pct,below_cost_flag
AUTOMOTIVE,10.0,-1.0,540268.13,7021705.112,2054596.408,14.296374696763994,0.9090909090909091,491152.84545454546,7021705.112000001,4515553.367272727,2506151.7447272735,2.220446049250313e-14,21.977812039826826,False
AUTOMOTIVE,10.0,-1.5,540268.13,7021705.112,2054596.408,14.296374696763994,0.8667841720414474,468295.8637424311,6694933.1370065315,4305411.205436507,2389521.931570024,-4.653741075440765,16.301280498005433,False
AUTOMOTIVE,10.0,-2.0,540268.13,7021705.112,2054596.408,14.296374696763994,0.8264462809917354,446502.5867768595,6383368.283636363,4105048.515702479,2278319.767933884,-9.090909090909093,10.888920036206162,False
AUTOMOTIVE,15.0,-1.0,540268.13,7021705.112,2054596.408,14.946209910253264,0.8695652173913044,469798.3739130435,7021705.112,4319224.96,2702480.152,0.0,31.533382491925387,False
AUTOMOTIVE,15.0,-1.5,540268.13,7021705.112,2054596.408,14.946209910253264,0.8108737462959251,438089.2425773939,6547773.778985591,4027698.0430715773,2520075.7359140133,-6.749519175968621,22.6555116178327,False
AUTOMOTIVE,15.0,-2.0,540268.13,7021705.112,2054596.408,14.946209910253264,0.7561436672967865,408520.325141777,6105830.532173913,3755847.791304348,2349982.740869565,-13.043478260869568,14.376854340804668,False
AUTOMOTIVE,20.0,-1.0,540268.13,7021705.112,2054596.408,15.596045123742538,0.8333333333333334,450223.4416666667,7021705.112000001,4139257.2533333334,2882447.8586666672,2.220446049250313e-14,40.29265540634914,False
AUTOMOTIVE,20.0,-1.5,540268.13,7021705.112,2054596.408,15.596045123742538,0.7607257743127308,410995.8915307411,6409910.469986232,3778607.614945905,2631302.855040327,-8.712907082472299,28.069086697260847,False
AUTOMOTIVE,20.0,-2.0,540268.13,7021705.112,2054596.408,15.596045123742538,0.6944444444444445,375186.20138888893,5851420.926666667,3449381.0444444446,2402039.882222222,-16.666666666666664,16.9105461719576,False
BABY CARE,-20.0,-1.0,8887.16,84028.319,26370.3,7.564019911872861,1.25,11108.95,84028.31900000002,72072.52375000001,11955.79525000001,2.220446049250313e-14,-54.66189140813715,False
BABY CARE,-20.0,-1.5,8887.16,84028.319,26370.3,7.564019911872861,1.3975424859373684,12420.183679323143,93946.51665951859,80579.53120748402,13366.985452034569,11.80339887498949,-49.31045360866365,False
BABY CARE,-20.0,-2.0,8887.16,84028.319,26370.3,7.564019911872861,1.5624999999999998,13886.187499999998,105035.39875000001,90090.65468749999,14944.744062500016,25.0,-43.32736426017142,False
BABY CARE,-15.0,-1.0,8887.16,84028.319,26370.3,8.036771156364914,1.1764705882352942,10455.482352941177,84028.31900000002,67832.96352941178,16195.355470588242,2.220446049250313e-14,-38.58486452339093,False
BABY CARE,-15.0,-1.5,8887.16,84028.319,26370.3,8.036771156364914,1.2760615165803304,11340.56286769205,91141.50855201043,73575.17916815751,17566.32938385292,8.465228909328083,-33.38593272032202,False
BABY CARE,-15.0,-2.0,8887.16,84028.319,26370.3,8.036771156364914,1.384083044982699,12300.567474048443,98856.84588235295,79803.48650519032,19053.359377162633,17.647058823529417,-27.746899439283457,False
BABY CARE,-10.0,-1.0,8887.16,84028.319,26370.3,8.509522400856968,1.1111111111111112,9874.622222222222,84028.319,64064.46555555556,19963.853444444445,0.0,-24.294173959172085,False
BABY CARE,-10.0,-1.5,8887.16,84028.319,26370.3,8.509522400856968,1.1712139482105108,10408.765751978523,88573.62533173406,67529.87607898665,21043.74925274741,5.409255338945984,-20.199052522165427,False
BABY CARE,-10.0,-2.0,8887.16,84028.319,26370.3,8.509522400856968,1.2345679012345678,10971.802469135802,93364.7988888889,71182.73950617285,22182.05938271605,11.111111111111116,-15.882415510191205,False
BABY CARE,-5.0,-1.0,8887.16,84028.319,26370.3,8.982273645349022,1.0526315789473684,9354.905263157894,84028.319,60692.65157894737,23335.667421052633,0.0,-11.5077666122394,False
BABY CARE,-5.0,-1.5,8887.16,84028.319,26370.3,8.982273645349022,1.0799772127212148,9597.930285807472,86211.23625610565,62269.34665064685,23941.889605458804,2.59783520851542,-9.20888421649051,False
BABY CARE,-5.0,-2.0,8887.16,84028.319,26370.3,8.982273645349022,1.10803324099723,9847.268698060941,88450.86210526316,63887.001662049865,24563.8604432133,5.263157894736836,-6.850280644462514,False
BABY CARE,-2.0,-1.0,8887.16,84028.319,26370.3,9.265924392044253,1.0204081632653061,9068.530612244898,84028.319,58834.71326530613,25193.605734693876,0.0,-4.462195216990795,False
BABY CARE,-2.0,-1.5,8887.16,84028.319,26370.3,9.265924392044253,1.0307679026042966,9160.5992733088,84881.42025229488,59432.03531294868,25449.384939346193,1.0152544552210596,-3.4922433975108635,False
BABY CARE,-2.0,-2.0,8887.16,84028.319,26370.3,9.265924392044253,1.0412328196584757,9253.602665556018,85743.18265306123,60035.42169929196,25707.76095376927,2.0408163265306145,-2.512444098970168,False
BABY CARE,2.0,-1.0,8887.16,84028.319,26370.3,9.644125387637898,0.9803921568627451,8712.901960784313,84028.319,56527.46960784314,27500.849392156866,0.0,4.287207169265672,False
BABY CARE,2.0,-1.5,8887.16,84028.319,26370.3,9.644125387637898,0.9707328852712493,8627.058468667236,83200.4335983102,55970.535142894514,27229.898455415692,-0.98524570233256,3.259721942547844,False
BABY CARE,2.0,-2.0,8887.16,84028.319,26370.3,9.644125387637898,0.9611687812379853,8542.060745866973,82380.7049019608,55419.087850826596,26961.6170511342,-1.9607843137254832,2.2423599698683683,False
BABY CARE,5.0,-1.0,8887.16,84028.319,26370.3,9.92777613433313,0.9523809523809523,8463.961904761903,84028.319,54912.399047619045,29115.91995238096,0.0,10.411788839645197,False
BABY CARE,5.0,-1.5,8887.16,84028.319,26370.3,9.92777613433313,0.9294286409033649,8259.981040290748,82003.24264184262,53589.01423635039,28414.228405492227,-2.4099927051466796,7.750872782987783,False
BABY CARE,5.0,-2.0,8887.16,84028.319,26370.3,9.92777613433313,0.9070294784580498,8060.9160997732415,80026.97047619047,52297.522902494326,27729.447573696147,-4.761904761904767,5.154084609185894,False
BABY CARE,10.0,-1.0,8887.16,84028.319,26370.3,10.400527378825183,0.9090909090909091,8079.236363636363,84028.31900000002,52416.38090909091,31611.938090909105,2.220446049250313e-14,19.877051421140845,False
BABY CARE,10.0,-1.5,8887.16,84028.319,26370.3,10.400527378825183,0.8667841720414474,7703.24962239987,80117.85860369459,49977.05826046505,30140.800343229545,-4.6537410754407755,14.298283839127901,False
BABY CARE,10.0,-2.0,8887.16,84028.319,26370.3,10.400527378825183,0.8264462809917354,7344.7603305785115,76389.3809090909,47651.25537190082,28738.125537190084,-9.090909090909093,8.979137655582559,False
BABY CARE,15.0,-1.0,8887.16,84028.319,26370.3,10.873278623317235,0.8695652173913044,7727.965217391305,84028.319,50137.40782608696,33890.911173913046,0.0,28.519247691202022,False
BABY CARE,15.0,-1.5,8887.16,84028.319,26370.3,10.873278623317235,0.8108737462959251,7206.364723131293,78356.81149585092,46753.37387053163,31603.437625319297,-6.74951917596861,19.844816423473755,False
BABY CARE,15.0,-2.0,8887.16,84028.319,26370.3,10.873278623317235,0.7561436672967865,6719.9697542533095,73068.10347826088,43597.7459357278,29470.35754253308,-13.043478260869556,11.755867557566946,False
BABY CARE,20.0,-1.0,8887.16,84028.319,26370.3,11.34602986780929,0.8333333333333334,7405.966666666667,84028.31900000002,48048.349166666674,35979.96983333334,2.220446049250313e-14,36.44126093875817,False
BABY CARE,20.0,-1.5,8887.16,84028.319,26370.3,11.34602986780929,0.7607257743127308,6760.6916724411285,76707.00964256658,43861.94114911315,32845.06849345344,-8.712907082472299,24.553260651010554,False
BABY CARE,20.0,-2.0,8887.16,84028.319,26370.3,11.34602986780929,0.6944444444444445,6171.63888888889,70023.59916666668,40040.290972222225,29983.308194444457,-16.66666666666665,13.701050782298484,False
BEAUTY,-20.0,-1.0,331021.53,2115814.383,886280.482,5.11341817071536,1.25,413776.91250000003,2115814.383,1536917.37625,578897.00675,0.0,-34.682415047249116,False
BEAUTY,-20.0,-1.5,331021.53,2115814.383,886280.482,5.11341817071536,1.3975424859373684,462616.65193499124,2365552.3940798873,1718325.8645478103,647226.529532077,11.803398874989469,-26.972719959765847,False
BEAUTY,-20.0,-2.0,331021.53,2115814.383,886280.482,5.11341817071536,1.5624999999999998,517221.14062499994,2644767.9787499993,1921146.7203124997,723621.2584374996,24.99999999999998,-18.35301880906144,False
BEAUTY,-15.0,-1.0,331021.53,2115814.383,886280.482,5.43300680638507,1.1764705882352942,389437.0941176471,2115814.3829999994,1446510.4717647058,669303.9112352936,-2.220446049250313e-14,-24.481704739234722,False
BEAUTY,-15.0,-1.5,331021.53,2115814.383,886280.482,5.43300680638507,1.2760615165803304,422403.8355925414,2294922.9138174374,1568960.8943969898,725962.0194204475,8.465228909328083,-18.08890817698865,False
BEAUTY,-15.0,-2.0,331021.53,2115814.383,886280.482,5.43300680638507,1.384083044982699,458161.2871972319,2489193.3917647055,1701777.0256055365,787416.366159169,17.64705882352939,-11.15494675204085,False
BEAUTY,-10.0,-1.0,331021.53,2115814.383,886280.482,5.752595442054781,1.1111111111111112,367801.70000000007,2115814.3830000004,1366148.7788888891,749665.6041111113,2.220446049250313e-14,-15.414406687666249,False
BEAUTY,-10.0,-1.5,331021.53,2115814.383,886280.482,5.752595442054781,1.1712139482105108,387697.03309398406,2230264.185474614,1440047.2546488813,790216.9308257329,5.409255338945962,-10.838955965439744,False
BEAUTY,-10.0,-2.0,331021.53,2115814.383,886280.482,5.752595442054781,1.2345679012345678,408668.55555555556,2350904.8699999996,1517943.087654321,832961.7823456787,11.111111111111093,-6.016007430740345,False
BEAUTY,-5.0,-1.0,331021.53,2115814.383,886280.482,6.07218407772449,1.0526315789473684,348443.7157894737,2115814.3829999994,1294246.2115789473,821568.1714210522,-2.220446049250313e-14,-7.301561062578809,False
BEAUTY,-5.0,-1.5,331021.53,2115814.383,886280.482,6.07218407772449,1.0799772127212148,357495.709320112,2170779.7539884066,1327868.595348222,842911.1586401847,2.5978352085153977,-4.893408378118302,False
BEAUTY,-5.0,-2.0,331021.53,2115814.383,886280.482,6.07218407772449,1.10803324099723,366782.8587257618,2227173.034736842,1362364.4332409974,864808.6014958445,5.263157894736836,-2.422695855346102,False
BEAUTY,-2.0,-1.0,331021.53,2115814.383,886280.482,6.263937259126316,1.0204081632653061,337777.0714285715,2115814.383,1254626.4295918369,861187.953408163,0.0,-2.8312175548774965,False
BEAUTY,-2.0,-1.5,331021.53,2115814.383,886280.482,6.263937259126316,1.0307679026042966,341206.3681949653,2137295.2827876154,1267364.080314649,869931.2024729664,1.0152544552210596,-1.8447071620193434,False
BEAUTY,-2.0,-2.0,331021.53,2115814.383,886280.482,6.263937259126316,1.0412328196584757,344670.48104956275,2158994.268367347,1280231.0506039152,878763.2177634316,2.0408163265306145,-0.8481811784464388,False
BEAUTY,2.0,-1.0,331021.53,2115814.383,886280.482,6.519608167662084,0.9803921568627451,324530.9117647059,2115814.383,1205425.393137255,910388.9898627449,0.0,2.7201894154704975,False
BEAUTY,2.0,-1.5,331021.53,2115814.383,886280.482,6.519608167662084,0.9707328852712493,321333.48490380344,2094968.412722158,1193548.9912565446,901419.4214656134,-0.9852457023325711,1.7081431638267253,False
BEAUTY,2.0,-2.0,331021.53,2115814.383,886280.482,6.519608167662084,0.9611687812379853,318167.5605536332,2074327.8264705876,1181789.6011149557,892538.2253556319,-1.9607843137255165,0.7060680543828024,False
BEAUTY,5.0,-1.0,331021.53,2115814.383,886280.482,6.71136134906391,0.9523809523809523,315258.60000000003,2115814.383,1170984.6676190477,944829.7153809522,0.0,6.606174294714107,False
BEAUTY,5.0,-1.5,331021.53,2115814.383,886280.482,6.71136134906391,0.9294286409033649,307660.89073765243,2064823.4107152554,1142764.0225510423,922059.3881642132,-2.4099927051466907,4.036973270975541,False
BEAUTY,5.0,-2.0,331021.53,2115814.383,886280.482,6.71136134906391,0.9070294784580498,300246.28571428574,2015061.317142857,1115223.4929705216,899837.8241723354,-4.761904761904767,1.52968980448962,False
BEAUTY,10.0,-1.0,331021.53,2115814.383,886280.482,7.0309499847336205,0.9090909090909091,300928.66363636364,2115814.383,1117758.0918181818,998056.2911818181,0.0,12.611787289908772,False
BEAUTY,10.0,-1.5,331021.53,2115814.383,886280.482,7.0309499847336205,0.8667841720414474,286924.2228089432,2017349.859978245,1065740.524375176,951609.335603069,-4.6537410754407755,7.371126289010288,False
BEAUTY,10.0,-2.0,331021.53,2115814.383,886280.482,7.0309499847336205,0.8264462809917354,273571.5123966942,1923467.6209090906,1016143.7198347107,907323.9010743799,-9.090909090909104,2.3743520817352204,False
BEAUTY,15.0,-1.0,331021.53,2115814.383,886280.482,7.35053862040333,0.8695652173913044,287844.80869565223,2115814.383,1069159.9139130437,1046654.4690869562,0.0,18.095173068129956,False
BEAUTY,15.0,-1.5,331021.53,2115814.383,886280.482,7.35053862040333,0.8108737462959251,268416.668135709,1973007.085491513,996996.7605017133,976010.3249897996,-6.74951917596861,10.1243167160032,False
BEAUTY,15.0,-2.0,331021.53,2115814.383,886280.482,7.35053862040333,0.7561436672967865,250299.83364839325,1839838.5939130434,929704.2729678641,910134.3209451793,-13.043478260869568,2.6914548418521367,False
BEAUTY,20.0,-1.0,331021.53,2115814.383,886280.482,7.67012725607304,0.8333333333333334,275851.275,2115814.383,1024611.5841666667,1091202.7988333332,0.0,23.121610031499394,False
BEAUTY,20.0,-1.5,331021.53,2115814.383,886280.482,7.67012725607304,0.7607257743127308,251816.60972343487,1931465.441771625,935338.1288819775,996127.3128896476,-8.71290708247231,12.394138551010947,False
BEAUTY,20.0,-2.0,331021.53,2115814.383,886280.482,7.67012725607304,0.6944444444444445,229876.06250000006,1763178.6525,853842.9868055556,909335.6656944444,-16.666666666666664,2.6013416929161703,False
BEVERAGES,-20.0,-1.0,213992645.703,240999896.131,56544281.734,0.9009651535987206,1.25,267490807.12875003,240999896.13100004,230569517.99625003,10430378.134750009,2.220446049250313e-14,-81.5536110551065,False
BEVERAGES,-20.0,-1.5,213992645.703,240999896.131,56544281.734,0.9009651535987206,1.3975424859373684,299063814.04808515,269446075.1596523,257784557.88948804,11661517.270164251,11.80339887498949,-79.37631018990874,False
BEVERAGES,-20.0,-2.0,213992645.703,240999896.131,56544281.734,0.9009651535987206,1.5624999999999998,334363508.9109375,301249870.16375,288211897.4953125,13037972.66843748,25.0,-76.94201381888318,False
BEVERAGES,-15.0,-1.0,213992645.703,240999896.131,56544281.734,0.9572754756986407,1.1764705882352942,251756053.76823533,240999896.13100004,217006605.1729412,23993290.958058834,2.220446049250313e-14,-57.56725486242811,False
BEVERAGES,-15.0,-1.5,213992645.703,240999896.131,56544281.734,0.9572754756986407,1.2760615165803304,273067780.0128075,261401089.00973207,235376711.04919243,26024377.96053964,8.465228909328083,-53.975225854020856,False
BEVERAGES,-15.0,-2.0,213992645.703,240999896.131,56544281.734,0.9572754756986407,1.384083044982699,296183592.66851217,283529289.5658824,255301888.43875438,28227401.127128005,17.647058823529417,-50.07912336756255,False
BEVERAGES,-10.0,-1.0,213992645.703,240999896.131,56544281.734,1.0135857977985607,1.1111111111111112,237769606.33666667,240999896.131,204950682.66333333,36049213.467666686,0.0,-36.246049357825086,False
BEVERAGES,-10.0,-1.5,213992645.703,240999896.131,56544281.734,1.0135857977985607,1.1712139482105108,250631171.46182364,254036195.87932038,216036988.40750593,37999207.47181445,5.409255338945984,-32.7974353789243,False
BEVERAGES,-10.0,-2.0,213992645.703,240999896.131,56544281.734,1.0135857977985607,1.2345679012345678,264188451.48518518,267777662.36777776,227722980.73703703,40054681.63074073,11.111111111111093,-29.16227706425014,False
BEVERAGES,-5.0,-1.0,213992645.703,240999896.131,56544281.734,1.0698961198984807,1.0526315789473684,225255416.5294737,240999896.13099998,194163804.62842107,46836091.502578914,-1.1102230246251565e-14,-17.169181274759325,False
BEVERAGES,-5.0,-1.5,213992645.703,240999896.131,56544281.734,1.0698961198984807,1.0799772127212148,231107181.04916438,247260676.28517666,199207860.30725124,48052815.97792542,2.5978352085153977,-15.017373102413412,False
BEVERAGES,-5.0,-2.0,213992645.703,240999896.131,56544281.734,1.0698961198984807,1.10803324099723,237110964.76786706,253684101.1905263,204382952.24044323,49301148.95008308,5.263157894736836,-12.809664499746642,False
BEVERAGES,-2.0,-1.0,213992645.703,240999896.131,56544281.734,1.1036823131584328,1.0204081632653061,218359842.55408165,240999896.131,188220014.69081634,52779881.44018367,0.0,-6.657437637151553,False
BEVERAGES,-2.0,-1.5,213992645.703,240999896.131,56544281.734,1.1036823131584328,1.0307679026042966,220576750.58402568,243446658.31354815,190130926.7755826,53315731.537965536,1.0152544552210818,-5.709773114145222,False
BEVERAGES,-2.0,-2.0,213992645.703,240999896.131,56544281.734,1.1036823131584328,1.0412328196584757,222816165.8715119,245918261.3581633,192061239.48042485,53857021.877738446,2.0408163265306145,-4.752487384848514,False
BEVERAGES,2.0,-1.0,213992645.703,240999896.131,56544281.734,1.1487305708383688,0.9803921568627451,209796711.4735294,240999896.13099998,180838837.64411762,60161058.48688236,-1.1102230246251565e-14,6.396361651380911,False
BEVERAGES,2.0,-1.5,213992645.703,240999896.131,56544281.734,1.1487305708383688,0.9707328852712493,207729698.3901014,238625455.01174337,179057130.7680808,59568324.243662566,-0.9852457023325711,5.348096070772468,False
BEVERAGES,2.0,-2.0,213992645.703,240999896.131,56544281.734,1.1487305708383688,0.9611687812379853,205683050.4642445,236274407.9715686,177292978.08246827,58981429.88910034,-1.9607843137255054,4.310158481745985,False
BEVERAGES,5.0,-1.0,213992645.703,240999896.131,56544281.734,1.182516764098321,0.9523809523809523,203802519.71714285,240999896.131,175672013.71142855,65327882.41957146,0.0,15.534021153353672,False
BEVERAGES,5.0,-1.5,213992645.703,240999896.131,56544281.734,1.182516764098321,0.9294286409033649,198890893.85905457,235191816.21483183,171438330.99599886,63753485.21883297,-2.4099927051466796,12.749659671595204,False
BEVERAGES,5.0,-2.0,213992645.703,240999896.131,56544281.734,1.182516764098321,0.9070294784580498,194097637.82585034,229523710.60095242,167306679.72517008,62217030.87578234,-4.761904761904756,10.032401098432086,False
BEVERAGES,10.0,-1.0,213992645.703,240999896.131,56544281.734,1.238827086198241,0.9090909090909091,194538768.82090908,240999896.13099998,167686922.1790909,73312973.9519091,-1.1102230246251565e-14,29.655858565493286,False
BEVERAGES,10.0,-1.5,213992645.703,240999896.131,56544281.734,1.238827086198241,0.8667841720414474,185485438.22863367,229784384.97298205,159883207.00350013,69901177.96948192,-4.6537410754407755,23.62201061871556,False
BEVERAGES,10.0,-2.0,213992645.703,240999896.131,56544281.734,1.238827086198241,0.8264462809917354,176853426.20082644,219090814.66454545,152442656.52644628,66648158.138099164,-9.090909090909093,17.8689623322666,False
BEVERAGES,15.0,-1.0,213992645.703,240999896.131,56544281.734,1.2951374082981608,0.8695652173913044,186080561.4808696,240999896.131,160396186.43217394,80603709.69882607,0.0,42.54971011570774,False
BEVERAGES,15.0,-1.5,213992645.703,240999896.131,56544281.734,1.2951374082981608,0.8108737462959251,173521018.30096823,224733561.92757374,149570215.071412,75163346.85616174,-6.74951917596861,32.92829009616038,False
BEVERAGES,15.0,-2.0,213992645.703,240999896.131,56544281.734,1.2951374082981608,0.7561436672967865,161809183.89640835,209565127.0704348,139474944.7236295,70090182.3468053,-13.043478260869556,23.956269665832842,False
BEVERAGES,20.0,-1.0,213992645.703,240999896.131,56544281.734,1.351447730398081,0.8333333333333334,178327204.75250003,240999896.13100004,153713011.99750003,87286884.13350001,2.220446049250313e-14,54.3690740367377,False
BEVERAGES,20.0,-1.5,213992645.703,240999896.131,56544281.734,1.351447730398081,0.7607257743127308,162789721.09964454,220001799.11225122,140320140.0884883,79681659.02376291,-8.712907082472299,40.9190400518439,False
BEVERAGES,20.0,-2.0,213992645.703,240999896.131,56544281.734,1.351447730398081,0.6944444444444445,148606003.9604167,200833246.7758334,128094176.66458337,72739070.11125003,-16.66666666666664,28.6408950306148,False
BOOKS,-20.0,-1.0,5736.16,59079.306,20781.591,8.239561797439402,1.25,7170.2,59079.306,47872.143749999996,11207.162250000001,0.0,-46.07168310645705,False
BOOKS,-20.0,-1.5,5736.16,59079.306,20781.591,8.239561797439402,1.3975424859373684,8016.527306134495,66052.67213975558,53522.68382682084,12529.988312934744,11.803398874989469,-39.706308756943855,False
BOOKS,-20.0,-2.0,5736.16,59079.306,20781.591,8.239561797439402,1.5624999999999998,8962.749999999998,73849.13249999998,59840.179687499985,14008.952812499992,24.99999999999998,-32.58960388307136,False
BOOKS,-15.0,-1.0,5736.16,59079.306,20781.591,8.754534409779364,1.1764705882352942,6748.423529411764,59079.30599999999,45056.135294117645,14023.170705882345,-1.1102230246251565e-14,-32.5211880751462,False
BOOKS,-15.0,-1.5,5736.16,59079.306,20781.591,8.754534409779364,1.2760615165803304,7319.693028947428,64080.50449094239,48870.240284461266,15210.264206481123,8.46522890932806,-26.80895218041236,False
BOOKS,-15.0,-2.0,5736.16,59079.306,20781.591,8.754534409779364,1.384083044982699,7939.321799307959,69505.06588235294,53007.21799307958,16497.847889273355,17.647058823529417,-20.613162441348432,False
BOOKS,-10.0,-1.0,5736.16,59079.306,20781.591,9.269507022119328,1.1111111111111112,6373.511111111111,59079.306000000004,42553.01666666666,16526.28933333334,2.220446049250313e-14,-20.476303602869763,False
BOOKS,-10.0,-1.5,5736.16,59079.306,20781.591,9.269507022119328,1.1712139482105108,6718.2706011672035,62275.05651401723,44854.8179925909,17420.238521426334,5.409255338945984,-16.17466380978081,False
BOOKS,-10.0,-2.0,5736.16,59079.306,20781.591,9.269507022119328,1.2345679012345678,7081.6790123456785,65643.67333333332,47281.12962962962,18362.543703703705,11.111111111111093,-11.640337336522,False
BOOKS,-5.0,-1.0,5736.16,59079.306,20781.591,9.784479634459288,1.0526315789473684,6038.063157894736,59079.30599999998,40313.38421052631,18765.921789473672,-2.220446049250313e-14,-9.699301706622599,False
BOOKS,-5.0,-1.5,5736.16,59079.306,20781.591,9.784479634459288,1.0799772127212148,6194.922088522923,60614.08901221454,41360.659499291454,19253.42951292309,2.5978352085153977,-7.353438372821941,False
BOOKS,-5.0,-2.0,5736.16,59079.306,20781.591,9.784479634459288,1.10803324099723,6355.85595567867,62188.74315789472,42435.14127423822,19753.601883656498,5.263157894736814,-4.9466333753922065,False
BOOKS,-2.0,-1.0,5736.16,59079.306,20781.591,10.093463201863267,1.0204081632653061,5853.224489795918,59079.306,39079.30102040816,20000.00497959184,0.0,-3.760953722976079,False
BOOKS,-2.0,-1.5,5736.16,59079.306,20781.591,10.093463201863267,1.0307679026042966,5912.649612202662,59679.11128627868,39476.05536508711,20203.055921191575,1.0152544552210596,-2.783882517986347,False
BOOKS,-2.0,-2.0,5736.16,59079.306,20781.591,10.093463201863267,1.0412328196584757,5972.678050812162,60285.006122448984,39876.837775926695,20408.16834652229,2.0408163265306145,-1.7968915540572006,False
