scenario,scenario_description,family,elasticity_assumption,price_change_pct,demand_units_sim,fulfilled_units_sim,net_price_sim,unit_cost_sim,revenue_sim,cogs_sim,gross_margin_sim,markdown_value_sim,procurement_spend_sim,avg_inventory_value_sim,demand_fulfillment_rate_pct_sim,simulated_oos_day_rate_pct
S0_baseline,current policy,MEATS,-1.5,0.0,31086468.4,30705830.389,5.593590007698651,4.458695830289145,171755826.042,136907957.921,34847868.12099999,8876188.407000005,136138859.32312965,840659.043,98.77555080846687,1.742
S0_baseline,current policy,PERSONAL CARE,-1.5,0.0,24592051.0,24280827.358,3.92140368666757,2.6723220567532033,95214925.917,64886190.505,30328735.411999993,9403208.511000007,65420801.93581581,410360.664,98.73445430802009,1.508
S0_baseline,current policy,PET SUPPLIES,-1.5,0.0,356584.0,348174.65,6.984765639887912,5.008110935129826,2431918.332,1743697.272,688221.0599999998,104407.61300000003,1811977.2435426712,11538.042,97.64169171920221,1.726
S0_baseline,current policy,PLAYERS AND ELECTRONICS,-1.5,0.0,562608.0,545240.47,34.081590333894326,25.560044855071013,18582662.332,13936370.87,4646291.461999999,63027.45300000146,14161872.54020691,113409.485,96.91303180900378,1.764
S0_baseline,current policy,POULTRY,-1.5,0.0,31876004.473,31481758.61,4.228996136121507,3.3975550559943763,133136235.52,106961008.137,26175227.383,6206964.196000008,109175699.08137321,624357.178,98.76318920919358,1.54
S0_baseline,current policy,PREPARED FOODS,-1.5,0.0,8799895.117,8727482.572,5.221877793627749,3.7421386460031307,45573847.437,32659449.815000005,12914397.621999994,1130882.8390000018,32529145.955905914,223598.749,99.17712036294489,1.367
S0_baseline,current policy,PRODUCE,-1.5,0.0,122704684.681,120807039.421,1.378393333741889,1.1023488008005158,166519617.807,133171495.034,33348122.773000017,13451034.391999993,134026069.17710304,699371.823,98.45348589181141,1.689
S0_baseline,current policy,SCHOOL AND OFFICE SUPPLIES,-1.5,0.0,269316.0,259252.66,2.6991608649261303,1.8041558454983644,699764.634,467732.202,232032.43199999997,118972.09700000005,482255.72647094727,5789.77,96.26337091000906,1.286
S0_baseline,current policy,SEAFOOD,-1.5,0.0,2015431.883,1998282.598,8.60234864488371,6.666630840569428,17189923.599,13321812.396,3868111.2029999997,897153.9310000004,13593391.810774803,105528.406,99.14910123509244,0.985
S1_margin_protection,halve the discount on families with a below-median margin rate,AUTOMOTIVE,-1.5,0.0,554822.0,540268.13,12.996704269785448,9.193784397388015,7021705.112,4967108.704,2054596.4079999998,81284.37999999979,4989155.039367676,32886.772,97.37683977924452,2.555
S1_margin_protection,halve the discount on families with a below-median margin rate,BABY CARE,-1.5,0.0,10051.0,8887.16,9.455024889841075,6.487789012462924,84028.319,57658.019,26370.300000000003,242.0779999999849,62119.2525267601,1193.13,88.42065466122774,0.82
S1_margin_protection,halve the discount on families with a below-median margin rate,BEAUTY,-1.5,0.0,337893.0,331021.53,6.3917727133942,3.7143623286376566,2115814.383,1229533.901,886280.4819999998,124222.42100000028,1269892.3806667328,8467.642,97.96637692997489,1.923
S1_margin_protection,halve the discount on families with a below-median margin rate,BEVERAGES,-1.5,6.272249274241734,198033574.07666025,195330040.12042215,1.196844917383109,0.8619717457627287,233779765.73036602,168368975.68250412,65410790.047861904,13797816.230940558,169884480.28203598,958409.2762388109,98.63481029979717,1.607
S1_margin_protection,halve the discount on families with a below-median margin rate,BOOKS,-1.5,0.0,6438.0,5736.16,10.299452246799252,6.67654232099523,59079.306,38297.715,20781.591,0.0,40938.807764053345,506.904,89.09847778813295,0.313
S1_margin_protection,halve the discount on families with a below-median margin rate,BREAD/BAKERY,-1.5,2.720181664219442,40471421.79050037,40028677.78628086,2.146121866064663,1.522319023783342,85906420.66679421,60936417.69094903,24970002.97584518,2274928.515025542,60857878.97439316,352319.96251378173,98.9060329866557,1.603
S1_margin_protection,halve the discount on families with a below-median margin rate,CELEBRATION,-1.5,0.0,761177.0,732647.56,5.0462897016950405,3.06438292239723,3697151.837,2245112.671,1452039.1659999997,38390.271000000525,2257185.734424591,20300.165,96.25193089123817,2.105
S1_margin_protection,halve the discount on families with a below-median margin rate,CLEANING,-1.5,4.674285898418175,91062469.33161895,89791721.56378736,2.6098869910907414,1.9102246180137614,234346246.01697063,171522357.02498373,62823888.9919869,10464856.23190586,172742327.92780498,1048662.7954788688,98.60453183714583,1.668
S1_margin_protection,halve the discount on families with a below-median margin rate,DAIRY,-1.5,3.479284993067434,61262796.80107132,60287759.006527744,1.834461781831378,1.3650624744920687,110595589.8097356,82296557.49103227,28299032.318703324,3718556.5782584534,82252393.63655803,398148.57529444917,98.4084340816015,1.943
S1_margin_protection,halve the discount on families with a below-median margin rate,DELI,-1.5,3.2385337521229913,22984776.078641236,22767430.66633466,6.3188676572622215,4.624989713976369,143864381.27646214,105299132.64546795,38565248.630994186,4512943.351275876,107724489.02797484,645675.6145867464,99.05439404080796,1.313
S1_margin_protection,halve the discount on families with a below-median margin rate,EGGS,-1.5,2.373446283469677,15049347.08555859,14894370.620207282,2.457170553105554,1.8893182819460712,36598008.89501384,28140206.71083806,8457802.184175778,848495.4971012535,28098220.894819487,165753.60134222204,98.97021136883724,1.333
S1_margin_protection,halve the discount on families with a below-median margin rate,FROZEN FOODS,-1.5,3.559709198175008,13354506.648725705,12988912.575215295,4.37354811152006,3.16257847584137,56807634.06403202,41078455.33496119,15729178.729070827,1952676.953904183,42685085.606128335,420998.8242835392,97.26239176686249,1.62
S1_margin_protection,halve the discount on families with a below-median margin rate,GROCERY I,-1.5,6.1141219890747225,314209886.8112834,309224126.3161436,1.5895523015009152,1.2276346464065797,491527921.66543573,379614250.97050244,111913670.6949333,28321034.163655005,383385062.46474135,2166239.835384354,98.41323882397936,1.67
S1_margin_protection,halve the discount on families with a below-median margin rate,GROCERY II,-1.5,0.0,1962767.0,1937092.0,3.2329455451780293,2.3090467773342724,6262512.952,4472836.04,1789676.9119999995,47017.41100000065,4498391.967630386,28248.104,98.69189771378875,1.599
S1_margin_protection,halve the discount on families with a below-median margin rate,HARDWARE,-1.5,0.0,103470.0,101155.7,8.146611787571041,5.5712966941062145,824076.218,563568.417,260507.80099999998,509.5820000000453,584378.6434078217,5117.202,97.76331303759544,1.339
S1_margin_protection,halve the discount on families with a below-median margin rate,HOME AND KITCHEN I,-1.5,0.0,1861491.0,1796998.26,9.290283040674732,6.452829556440416,16694622.459000003,11595723.485,5098898.974000003,855690.9409999967,11817671.64276123,88201.112,96.53542563461227,2.162
S1_margin_protection,halve the discount on families with a below-median margin rate,HOME AND KITCHEN II,-1.5,0.0,1520670.0,1482101.37,11.11718977899602,8.017479935262458,16476802.202,11882717.996000001,4594084.205999998,1533351.0089999998,12462634.131116867,101549.135,97.46370810234963,1.683
S1_margin_protection,halve the discount on families with a below-median margin rate,HOME APPLIANCES,-1.5,0.031069883980086435,41581.61945343468,40192.636836644786,50.32244269469059,37.13247419821806,2022591.6639605672,1492452.0502950614,530139.6136655058,628.221695631206,1512348.1258559674,20613.097555598295,96.65962356674119,1.031
S1_margin_protection,halve the discount on families with a below-median margin rate,HOME CARE,-1.5,5.45282452082728,14796178.735609617,14538001.939752351,3.4377192511240784,2.568048694549,49977569.14116585,37334296.90273186,12643272.238433994,2584273.259086269,38644538.682192825,245715.8650577569,98.2551116712593,1.392
S1_margin_protection,halve the discount on families with a below-median margin rate,LADIESWEAR,-1.5,0.0,651159.0,633234.98,15.448936048984535,7.448247233594076,9782806.71,4716490.688,5066316.022000001,20417.959999998788,4942773.151874542,41833.677,97.24736661859853,1.284
S1_margin_protection,halve the discount on families with a below-median margin rate,LAWN AND GARDEN,-1.5,0.0,548842.0,533928.98,9.01173866232172,6.191917389462546,4811628.432,3306044.136,1505584.296,104863.03899999906,3452673.9290952682,21460.002,97.28282092113942,1.439
S1_margin_protection,halve the discount on families with a below-median margin rate,LINGERIE,-1.5,0.0,653114.0,638776.51,10.080867986206943,4.602242425915129,6439421.669999999,2939804.355,3499617.314999999,45001.377000001354,2898362.240524292,28192.206,97.80474924745144,1.833
S1_margin_protection,halve the discount on families with a below-median margin rate,"LIQUOR,WINE,BEER",-1.5,2.708882642232772,7442200.516180417,7317728.505907537,7.541586981618467,5.43872344212432,55187286.03517064,39799101.568180695,15388184.466989942,1455530.2069963145,40780347.34072442,269949.807887281,98.32748378651907,1.47
S1_margin_protection,halve the discount on families with a below-median margin rate,MAGAZINES,-1.5,0.0,266359.0,256552.44,3.421926908978141,2.4690562093270287,877903.698,633442.395,244461.30299999996,403.74100000004114,631567.8096294403,4738.543,96.31829222965997,2.704
S1_margin_protection,halve the discount on families with a below-median margin rate,MEATS,-1.5,2.583955552351826,29919354.868472945,29553007.569674,5.738125887278377,4.458695830289145,169578877.7824802,131767871.62340899,37811006.15907122,4271469.9433091525,131027648.1415249,809097.2543831276,98.77555080846687,1.742
S1_margin_protection,halve the discount on families with a below-median margin rate,PERSONAL CARE,-1.5,0.0,24592051.0,24280827.358,3.92140368666757,2.6723220567532033,95214925.917,64886190.505,30328735.411999993,9403208.511000007,65420801.93581581,410360.664,98.73445430802009,1.508
S1_margin_protection,halve the discount on families with a below-median margin rate,PET SUPPLIES,-1.5,0.0,356584.0,348174.65,6.984765639887912,5.008110935129826,2431918.332,1743697.272,688221.0599999998,104407.61300000003,1811977.2435426712,11538.042,97.64169171920221,1.726
S1_margin_protection,halve the discount on families with a below-median margin rate,PLAYERS AND ELECTRONICS,-1.5,0.1695867144167667,561179.8652027092,543856.4212696261,34.13938818316256,25.560044855071013,18566925.481629353,13900994.52237004,4665930.959259313,31433.731460102692,14125923.77486858,113121.6042164503,96.91303180900378,1.764
S1_margin_protection,halve the discount on families with a below-median margin rate,POULTRY,-1.5,2.331057420903111,30793048.52035302,30412196.773435038,4.327576464382274,3.3975550559943763,131611106.98687999,103327112.91148007,28283994.07539992,2998044.3410562417,105466561.90564232,603145.2559391378,98.76318920919358,1.54
S1_margin_protection,halve the discount on families with a below-median margin rate,PREPARED FOODS,-1.5,0.0,8799895.117,8727482.572,5.221877793627749,3.7421386460031307,45573847.437,32659449.815000005,12914397.621999994,1130882.8390000018,32529145.955905914,223598.749,99.17712036294489,1.367
S1_margin_protection,halve the discount on families with a below-median margin rate,PRODUCE,-1.5,4.038873788309448,115629242.41767703,113841019.87049606,1.434064900798195,1.1023488008005158,163255410.86734828,125492511.73614903,37762899.131199256,6337707.971478579,126297809.11345482,659044.3899676274,98.45348589181141,1.689
S1_margin_protection,halve the discount on families with a below-median margin rate,SCHOOL AND OFFICE SUPPLIES,-1.5,0.0,269316.0,259252.66,2.6991608649261303,1.8041558454983644,699764.634,467732.202,232032.43199999997,118972.09700000005,482255.72647094727,5789.77,96.26337091000906,1.286
S1_margin_protection,halve the discount on families with a below-median margin rate,SEAFOOD,-1.5,2.6095343758601435,1939039.022884721,1922539.7637879194,8.826829889903289,6.666630840569428,16969931.451530814,12816862.881489607,4153068.5700412076,431574.1197747625,13078148.359556314,101528.46096303525,99.14910123509244,0.985
S2_availability_first,re-source the most OOS-prone quartile to the more reliable supplier,AUTOMOTIVE,-1.5,0.0,554822.0,548757.8875,12.996704269785448,10.007817390906746,7132043.979549692,5491868.729919747,1640175.2496299446,82561.68035591352,5430903.141811689,32886.772,98.90701657468522,1.0645833333333343
S2_availability_first,re-source the most OOS-prone quartile to the more reliable supplier,BABY CARE,-1.5,0.0,10051.0,8887.16,9.455024889841075,6.487789012462924,84028.319,57658.019,26370.300000000003,242.0779999999849,62119.2525267601,1193.13,88.42065466122774,0.82
S2_availability_first,re-source the most OOS-prone quartile to the more reliable supplier,BEAUTY,-1.5,0.0,337893.0,334457.265,6.3917727133942,3.55208436282339,2137774.820223453,1188020.4210391787,949754.3991842743,125511.74897698846,1214411.64558906,8467.642,98.98318846498744,0.9615000000000014
S2_availability_first,re-source the most OOS-prone quartile to the more reliable supplier,BEVERAGES,-1.5,0.0,216954486.0,213992645.703,1.1262064419984008,0.8619717457627287,240999896.131,184455614.397,56544281.734,30232228.471999966,186115916.3076992,1049979.494,98.63481029979717,1.607
S2_availability_first,re-source the most OOS-prone quartile to the more reliable supplier,BOOKS,-1.5,0.0,6438.0,5736.16,10.299452246799252,6.67654232099523,59079.306,38297.715,20781.591,0.0,40938.807764053345,506.904,89.09847778813295,0.313
S2_availability_first,re-source the most OOS-prone quartile to the more reliable supplier,BREAD/BAKERY,-1.5,0.0,42133945.574,41673014.108,2.0892893989226877,1.522319023783342,87066986.59700002,63439622.155,23627364.442000017,4736760.409999986,63357857.14990711,366792.899,98.9060329866557,1.603
S2_availability_first,re-source the most OOS-prone quartile to the more reliable supplier,CELEBRATION,-1.5,0.0,761177.0,749765.224,5.0462897016950405,3.4927375244527568,3783532.5285602757,2618733.1323945266,1164799.396165749,39287.22581937773,2572706.320957061,20300.165,98.50077235649528,0.8420000000000007
S2_availability_first,re-source the most OOS-prone quartile to the more reliable supplier,CLEANING,-1.5,0.0,97521289.0,96160410.46,2.4933410996694283,1.9102246180137614,239760703.561,183687983.339,56072720.222,22414201.513000034,184994483.54549408,1123041.669,98.60453183714583,1.668
S2_availability_first,re-source the most OOS-prone quartile to the more reliable supplier,DAIRY,-1.5,0.0,64487709.0,63461344.602,1.7727816557239229,1.3650624744920687,112503107.558,86628700.097,25874407.460999995,7828607.476000008,86582211.42941761,419107.367,98.4084340816015,1.943
S2_availability_first,re-source the most OOS-prone quartile to the more reliable supplier,DELI,-1.5,0.0,24110322.464,23882333.818,6.1206483931996765,4.624989713976369,146175368.109,110455548.25399998,35719819.85500002,9467877.266999986,112999672.42872715,677293.841,99.05439404080796,1.313
S2_availability_first,re-source the most OOS-prone quartile to the more reliable supplier,EGGS,-1.5,0.0,15588296.0,15427769.5,2.400203023645122,1.8893182819460712,37029779.002,29147966.966,7881812.035999998,1757763.8270000063,29104477.549204826,171689.588,98.97021136883724,1.333
S2_availability_first,re-source the most OOS-prone quartile to the more reliable supplier,FROZEN FOODS,-1.5,0.0,14073887.722,13688599.813,4.223213975186726,3.16257847584137,57809886.031,43291271.133,14518614.898000002,4115727.6609999943,44984447.42486477,443677.205,97.26239176686249,1.62
S2_availability_first,re-source the most OOS-prone quartile to the more reliable supplier,GROCERY I,-1.5,0.0,343462734.869,338012801.538,1.4979649001520947,1.2276346464065797,506331312.506,414956226.097,91375086.40899998,61915428.23100002,419078099.0324135,2367916.127,98.41323882397936,1.67
S2_availability_first,re-source the most OOS-prone quartile to the more reliable supplier,GROCERY II,-1.5,0.0,1962767.0,1937092.0,3.2329455451780293,2.3090467773342724,6262512.952,4472836.04,1789676.9119999995,47017.41100000065,4498391.967630386,28248.104,98.69189771378875,1.599
S2_availability_first,re-source the most OOS-prone quartile to the more reliable supplier,HARDWARE,-1.5,0.0,103470.0,101155.7,8.146611787571041,5.5712966941062145,824076.218,563568.417,260507.80099999998,509.5820000000453,584378.6434078217,5117.202,97.76331303759544,1.339
S2_availability_first,re-source the most OOS-prone quartile to the more reliable supplier,HOME AND KITCHEN I,-1.5,0.0,1861491.0,1834619.025,9.290283040674732,7.024173840083578,17044130.014056712,12886682.961924639,4157447.052132074,873605.1196169474,12864027.986130714,88201.112,98.5564273477551,0.9008333333333342
S2_availability_first,re-source the most OOS-prone quartile to the more reliable supplier,HOME AND KITCHEN II,-1.5,0.0,1520670.0,1482101.37,11.11718977899602,8.017479935262458,16476802.202,11882717.996000001,4594084.205999998,1533351.0089999998,12462634.131116867,101549.135,97.46370810234963,1.683
S2_availability_first,re-source the most OOS-prone quartile to the more reliable supplier,HOME APPLIANCES,-1.5,0.0,41601.0,40211.37,50.306812426435606,37.13247419821806,2022905.848,1493147.659,529758.189,1257.0289999999957,1513053.0078125,20622.705,96.65962356674119,1.031
S2_availability_first,re-source the most OOS-prone quartile to the more reliable supplier,HOME CARE,-1.5,0.0,16022744.0,15743165.01,3.2599593863368903,2.568048694549,51322078.545,40429214.352,10892864.193000004,5597005.766999995,41848071.81415558,266085.08,98.2551116712593,1.392
S2_availability_first,re-source the most OOS-prone quartile to the more reliable supplier,LADIESWEAR,-1.5,0.0,651159.0,633234.98,15.448936048984535,7.448247233594076,9782806.71,4716490.688,5066316.022000001,20417.959999998788,4942773.151874542,41833.677,97.24736661859853,1.284
S2_availability_first,re-source the most OOS-prone quartile to the more reliable supplier,LAWN AND GARDEN,-1.5,0.0,548842.0,533928.98,9.01173866232172,6.191917389462546,4811628.432,3306044.136,1505584.296,104863.03899999906,3452673.9290952682,21460.002,97.28282092113942,1.439
S2_availability_first,re-source the most OOS-prone quartile to the more reliable supplier,LINGERIE,-1.5,0.0,653114.0,647379.004,10.080867986206943,5.245566635989288,6526142.276366136,3395869.7042223755,3130272.5721437605,45607.416936620575,3303509.6504900535,28192.206,99.12189969898057,0.7332000000000005
S2_availability_first,re-source the most OOS-prone quartile to the more reliable supplier,"LIQUOR,WINE,BEER",-1.5,0.0,7746640.0,7617076.19,7.34268233438794,5.43872344212432,55929770.78,41427170.835,14502599.945,3030143.7049999954,42448556.61127567,280992.695,98.32748378651907,1.47
S2_availability_first,re-source the most OOS-prone quartile to the more reliable supplier,MAGAZINES,-1.5,0.0,266359.0,262792.9781818182,3.421926908978141,2.5990065361337145,899258.3635308691,683000.6679445901,216257.69558627903,413.56184257735487,664808.2206625687,4738.543,98.66119717442182,0.9832727272727283
S2_availability_first,re-source the most OOS-prone quartile to the more reliable supplier,MEATS,-1.5,0.0,31086468.4,30705830.389,5.593590007698651,4.458695830289145,171755826.042,136907957.921,34847868.12099999,8876188.407000005,136138859.32312965,840659.043,98.77555080846687,1.742
S2_availability_first,re-source the most OOS-prone quartile to the more reliable supplier,PERSONAL CARE,-1.5,0.0,24592051.0,24280827.358,3.92140368666757,2.6723220567532033,95214925.917,64886190.505,30328735.411999993,9403208.511000007,65420801.93581581,410360.664,98.73445430802009,1.508
S2_availability_first,re-source the most OOS-prone quartile to the more reliable supplier,PET SUPPLIES,-1.5,0.0,356584.0,348174.65,6.984765639887912,5.008110935129826,2431918.332,1743697.272,688221.0599999998,104407.61300000003,1811977.2435426712,11538.042,97.64169171920221,1.726
S2_availability_first,re-source the most OOS-prone quartile to the more reliable supplier,PLAYERS AND ELECTRONICS,-1.5,0.0,562608.0,555371.5291666667,34.081590333894326,27.82317382661376,18927944.94016678,15452198.59435646,3475746.3458103184,64198.55986128657,15415788.338037731,113409.485,98.71376325375158,0.7350000000000008
S2_availability_first,re-source the most OOS-prone quartile to the more reliable supplier,POULTRY,-1.5,0.0,31876004.473,31481758.61,4.228996136121507,3.3975550559943763,133136235.52,106961008.137,26175227.383,6206964.196000008,109175699.08137321,624357.178,98.76318920919358,1.54
S2_availability_first,re-source the most OOS-prone quartile to the more reliable supplier,PREPARED FOODS,-1.5,0.0,8799895.117,8727482.572,5.221877793627749,3.7421386460031307,45573847.437,32659449.815000005,12914397.621999994,1130882.8390000018,32529145.955905914,223598.749,99.17712036294489,1.367
S2_availability_first,re-source the most OOS-prone quartile to the more reliable supplier,PRODUCE,-1.5,0.0,122704684.681,120807039.421,1.378393333741889,1.1023488008005158,166519617.807,133171495.034,33348122.773000017,13451034.391999993,134026069.17710304,699371.823,98.45348589181141,1.689
S2_availability_first,re-source the most OOS-prone quartile to the more reliable supplier,SCHOOL AND OFFICE SUPPLIES,-1.5,0.0,269316.0,259252.66,2.6991608649261303,1.8041558454983644,699764.634,467732.202,232032.43199999997,118972.09700000005,482255.72647094727,5789.77,96.26337091000906,1.286
S2_availability_first,re-source the most OOS-prone quartile to the more reliable supplier,SEAFOOD,-1.5,0.0,2015431.883,1998282.598,8.60234864488371,6.666630840569428,17189923.599,13321812.396,3868111.2029999997,897153.9310000004,13593391.810774803,105528.406,99.14910123509244,0.985
S3_growth_promotion,deepen the discount by 5 points where estimated uplift cleared break-even,AUTOMOTIVE,-1.5,0.0,554822.0,540268.13,12.996704269785448,9.193784397388015,7021705.112,4967108.704,2054596.4079999998,81284.37999999979,4989155.039367676,32886.772,97.37683977924452,2.555
S3_growth_promotion,deepen the discount by 5 points where estimated uplift cleared break-even,BABY CARE,-1.5,0.0,10051.0,8887.16,9.455024889841075,6.487789012462924,84028.319,57658.019,26370.300000000003,242.0779999999849,62119.2525267601,1193.13,88.42065466122774,0.82
S3_growth_promotion,deepen the discount by 5 points where estimated uplift cleared break-even,BEAUTY,-1.5,0.0,337893.0,331021.53,6.3917727133942,3.7143623286376566,2115814.383,1229533.901,886280.4819999998,124222.42100000028,1269892.3806667328,8467.642,97.96637692997489,1.923
S3_growth_promotion,deepen the discount by 5 points where estimated uplift cleared break-even,BEVERAGES,-1.5,-5.0,234305901.0776438,231107181.04916438,1.0698961198984807,0.8619717457627287,247260676.28517666,199207860.30725124,48052815.97792542,45663837.64402448,201000948.53704387,1133953.9273445515,98.63481029979717,1.607
S3_growth_promotion,deepen the discount by 5 points where estimated uplift cleared break-even,BOOKS,-1.5,0.0,6438.0,5736.16,10.299452246799252,6.67654232099523,59079.306,38297.715,20781.591,0.0,40938.807764053345,506.904,89.09847778813295,0.313
S3_growth_promotion,deepen the discount by 5 points where estimated uplift cleared break-even,BREAD/BAKERY,-1.5,0.0,42133945.574,41673014.108,2.0892893989226877,1.522319023783342,87066986.59700002,63439622.155,23627364.442000017,4736760.409999986,63357857.14990711,366792.899,98.9060329866557,1.603
S3_growth_promotion,deepen the discount by 5 points where estimated uplift cleared break-even,CELEBRATION,-1.5,0.0,761177.0,732647.56,5.0462897016950405,3.06438292239723,3697151.837,2245112.671,1452039.1659999997,38390.271000000525,2257185.734424591,20300.165,96.25193089123817,2.105
S3_growth_promotion,deepen the discount by 5 points where estimated uplift cleared break-even,CLEANING,-1.5,0.0,97521289.0,96160410.46,2.4933410996694283,1.9102246180137614,239760703.561,183687983.339,56072720.222,22414201.513000034,184994483.54549408,1123041.669,98.60453183714583,1.668
S3_growth_promotion,deepen the discount by 5 points where estimated uplift cleared break-even,DAIRY,-1.5,0.0,64487709.0,63461344.602,1.7727816557239229,1.3650624744920687,112503107.558,86628700.097,25874407.460999995,7828607.476000008,86582211.42941761,419107.367,98.4084340816015,1.943
