family,price_change_pct,baseline_units_sim,baseline_revenue_sim,baseline_margin_sim,margin_rate_sim,avg_net_price_sim,avg_unit_cost_sim,new_price_sim,break_even_volume_ratio_sim,break_even_volume_change_pct_sim,feasibility_flag,below_cost_flag
BABY CARE,2.0,8887.16,84028.319,26370.3,0.31382634228348655,9.455024889841075,6.487789012462924,9.644125387637898,0.9400886105536395,-5.991138944636054,feasible,False
BABY CARE,5.0,8887.16,84028.319,26370.3,0.31382634228348655,9.455024889841075,6.487789012462924,9.92777613433313,0.8625717981656179,-13.742820183438209,feasible,False
BABY CARE,10.0,8887.16,84028.319,26370.3,0.31382634228348655,9.455024889841075,6.487789012462924,10.400527378825183,0.7583527441771788,-24.16472558228212,feasible,False
BABY CARE,15.0,8887.16,84028.319,26370.3,0.31382634228348655,9.455024889841075,6.487789012462924,10.873278623317235,0.6766031026579312,-32.33968973420688,feasible,False
BABY CARE,20.0,8887.16,84028.319,26370.3,0.31382634228348655,9.455024889841075,6.487789012462924,11.34602986780929,0.6107634359282096,-38.92365640717904,feasible,False
BEAUTY,-20.0,331021.53,2115814.383,886280.482,0.4188838534802606,6.3917727133942,3.7143623286376566,5.11341817071536,1.9137266034931006,91.37266034931007,feasible,False
BEAUTY,-15.0,331021.53,2115814.383,886280.482,0.4188838534802606,6.3917727133942,3.7143623286376566,5.43300680638507,1.5578616865925417,55.786168659254166,feasible,False
BEAUTY,-10.0,331021.53,2115814.383,886280.482,0.4188838534802606,6.3917727133942,3.7143623286376566,5.752595442054781,1.3135938019708802,31.359380197088015,feasible,False
BEAUTY,-5.0,331021.53,2115814.383,886280.482,0.4188838534802606,6.3917727133942,3.7143623286376566,6.07218407772449,1.1355440188782226,13.554401887822266,feasible,False
BEAUTY,-2.0,331021.53,2115814.383,886280.482,0.4188838534802606,6.3917727133942,3.7143623286376566,6.263937259126316,1.050139908711521,5.0139908711521075,feasible,False
BEAUTY,2.0,331021.53,2115814.383,886280.482,0.4188838534802606,6.3917727133942,3.7143623286376566,6.519608167662084,0.9544298569168037,-4.557014308319629,feasible,False
BEAUTY,5.0,331021.53,2115814.383,886280.482,0.4188838534802606,6.3917727133942,3.7143623286376566,6.71136134906391,0.8933637837411585,-10.663621625884145,feasible,False
BEAUTY,10.0,331021.53,2115814.383,886280.482,0.4188838534802606,6.3917727133942,3.7143623286376566,7.0309499847336205,0.8072786437094169,-19.272135629058308,feasible,False
BEAUTY,15.0,331021.53,2115814.383,886280.482,0.4188838534802606,6.3917727133942,3.7143623286376566,7.35053862040333,0.7363257911393599,-26.367420886064007,feasible,False
BEAUTY,20.0,331021.53,2115814.383,886280.482,0.4188838534802606,6.3917727133942,3.7143623286376566,7.67012725607304,0.6768375861232918,-32.31624138767082,feasible,False
BEVERAGES,-20.0,213992645.703,240999896.131,56544281.734,0.2346236767806086,1.1262064419984008,0.8619717457627287,0.9009651535987206,6.776394034269994,577.6394034269994,feasible,False
BEVERAGES,-15.0,213992645.703,240999896.131,56544281.734,0.2346236767806086,1.1262064419984008,0.8619717457627287,0.9572754756986407,2.772553565462335,177.2553565462335,feasible,False
BEVERAGES,-10.0,213992645.703,240999896.131,56544281.734,0.2346236767806086,1.1262064419984008,0.8619717457627287,1.0135857977985607,1.742811386461881,74.28113864618811,feasible,False
BEVERAGES,-5.0,213992645.703,240999896.131,56544281.734,0.2346236767806086,1.1262064419984008,0.8619717457627287,1.0698961198984807,1.2708211691581457,27.08211691581457,feasible,False
BEVERAGES,-2.0,213992645.703,240999896.131,56544281.734,0.2346236767806086,1.1262064419984008,0.8619717457627287,1.1036823131584328,1.093186363685514,9.318636368551392,feasible,False
BEVERAGES,2.0,213992645.703,240999896.131,56544281.734,0.2346236767806086,1.1262064419984008,0.8619717457627287,1.1487305708383688,0.9214527091397215,-7.854729086027845,feasible,False
BEVERAGES,5.0,213992645.703,240999896.131,56544281.734,0.2346236767806086,1.1262064419984008,0.8619717457627287,1.182516764098321,0.8243294424218242,-17.567055757817585,feasible,False
BEVERAGES,10.0,213992645.703,240999896.131,56544281.734,0.2346236767806086,1.1262064419984008,0.8619717457627287,1.238827086198241,0.7011568309747441,-29.884316902525587,feasible,False
BEVERAGES,15.0,213992645.703,240999896.131,56544281.734,0.2346236767806086,1.1262064419984008,0.8619717457627287,1.2951374082981608,0.6100084080742622,-38.999159192573785,feasible,False
BEVERAGES,20.0,213992645.703,240999896.131,56544281.734,0.2346236767806086,1.1262064419984008,0.8619717457627287,1.351447730398081,0.539831788545296,-46.0168211454704,feasible,False
BOOKS,-20.0,5736.16,59079.306,20781.591,0.35175753418633593,10.299452246799252,6.67654232099523,8.239561797439402,2.317891734814493,131.78917348144932,feasible,False
BOOKS,-15.0,5736.16,59079.306,20781.591,0.35175753418633593,10.299452246799252,6.67654232099523,8.754534409779364,1.7434666596463528,74.34666596463528,feasible,False
BOOKS,-10.0,5736.16,59079.306,20781.591,0.35175753418633593,10.299452246799252,6.67654232099523,9.269507022119328,1.3972075764214704,39.72075764214704,feasible,False
BOOKS,-5.0,5736.16,59079.306,20781.591,0.35175753418633593,10.299452246799252,6.67654232099523,9.784479634459288,1.1656959457029659,16.569594570296587,feasible,False
BOOKS,-2.0,5736.16,59079.306,20781.591,0.35175753418633593,10.299452246799252,6.67654232099523,10.093463201863267,1.0602849911127166,6.028499111271657,feasible,False
BOOKS,2.0,5736.16,59079.306,20781.591,0.35175753418633593,10.299452246799252,6.67654232099523,10.505441291735236,0.946201493821036,-5.379850617896398,feasible,False
BOOKS,5.0,5736.16,59079.306,20781.591,0.35175753418633593,10.299452246799252,6.67654232099523,10.814424859139216,0.8755468267663902,-12.445317323360982,feasible,False
BOOKS,10.0,5736.16,59079.306,20781.591,0.35175753418633593,10.299452246799252,6.67654232099523,11.329397471479178,0.778642319313809,-22.1357680686191,feasible,False
BOOKS,15.0,5736.16,59079.306,20781.591,0.35175753418633593,10.299452246799252,6.67654232099523,11.844370083819138,0.7010508267838086,-29.89491732161914,feasible,False
BOOKS,20.0,5736.16,59079.306,20781.591,0.35175753418633593,10.299452246799252,6.67654232099523,12.359342696159102,0.6375219410552584,-36.24780589447416,feasible,False
BREAD/BAKERY,-20.0,41673014.108,87066986.597,23627364.442,0.2713699573796219,2.0892893989226877,1.522319023783342,1.6714315191381504,3.802299557728272,280.2299557728272,feasible,False
BREAD/BAKERY,-15.0,41673014.108,87066986.597,23627364.442,0.2713699573796219,2.0892893989226877,1.522319023783342,1.7758959890842845,2.2358906869418176,123.58906869418176,feasible,False
BREAD/BAKERY,-10.0,41673014.108,87066986.597,23627364.442,0.2713699573796219,2.0892893989226877,1.522319023783342,1.880360459030419,1.5835328521350927,58.35328521350927,feasible,False
BREAD/BAKERY,-5.0,41673014.108,87066986.597,23627364.442,0.2713699573796219,2.0892893989226877,1.522319023783342,1.9848249289765532,1.2258662403510165,22.586624035101654,feasible,False
BREAD/BAKERY,-2.0,41673014.108,87066986.597,23627364.442,0.2713699573796219,2.0892893989226877,1.522319023783342,2.0475036109442337,1.0795640028286904,7.956400282869036,feasible,False
BREAD/BAKERY,2.0,41673014.108,87066986.597,23627364.442,0.2713699573796219,2.0892893989226877,1.522319023783342,2.1310751869011417,0.9313587434344087,-6.864125656559128,feasible,False
BREAD/BAKERY,5.0,41673014.108,87066986.597,23627364.442,0.2713699573796219,2.0892893989226877,1.522319023783342,2.1937538688688223,0.844416072965598,-15.558392703440205,feasible,False
BREAD/BAKERY,10.0,41673014.108,87066986.597,23627364.442,0.2713699573796219,2.0892893989226877,1.522319023783342,2.298218338814957,0.7307267375487297,-26.927326245127027,feasible,False
BREAD/BAKERY,15.0,41673014.108,87066986.597,23627364.442,0.2713699573796219,2.0892893989226877,1.522319023783342,2.4026828087610905,0.6440182851838638,-35.59817148161362,feasible,False
BREAD/BAKERY,20.0,41673014.108,87066986.597,23627364.442,0.2713699573796219,2.0892893989226877,1.522319023783342,2.507147278707225,0.5757048219368629,-42.42951780631371,feasible,False
CELEBRATION,-20.0,732647.56,3697151.837,1452039.166,0.3927453429065105,5.0462897016950405,3.06438292239723,4.037031761356032,2.037638559687579,103.76385596875788,feasible,False
CELEBRATION,-15.0,732647.56,3697151.837,1452039.166,0.3927453429065105,5.0462897016950405,3.06438292239723,4.289346246440784,1.6179315252930315,61.79315252930315,feasible,False
CELEBRATION,-10.0,732647.56,3697151.837,1452039.166,0.3927453429065105,5.0462897016950405,3.06438292239723,4.541660731525536,1.3415938201002757,34.15938201002757,feasible,False
CELEBRATION,-5.0,732647.56,3697151.837,1452039.166,0.3927453429065105,5.0462897016950405,3.06438292239723,4.7939752166102885,1.1458809026433316,14.588090264333164,feasible,False
CELEBRATION,-2.0,732647.56,3697151.837,1452039.166,0.3927453429065105,5.0462897016950405,3.06438292239723,4.9453639076611395,1.053655935293647,5.365593529364698,feasible,False
CELEBRATION,2.0,732647.56,3697151.837,1452039.166,0.3927453429065105,5.0462897016950405,3.06438292239723,5.1472154957289415,0.9515439717401484,-4.8456028259851625,feasible,False
CELEBRATION,5.0,732647.56,3697151.837,1452039.166,0.3927453429065105,5.0462897016950405,3.06438292239723,5.298604186779793,0.8870682644073392,-11.293173559266078,feasible,False
CELEBRATION,10.0,732647.56,3697151.837,1452039.166,0.3927453429065105,5.0462897016950405,3.06438292239723,5.550918671864545,0.797055413227978,-20.294458677202197,feasible,False
CELEBRATION,15.0,732647.56,3697151.837,1452039.166,0.3927453429065105,5.0462897016950405,3.06438292239723,5.803233156949296,0.7236272923195991,-27.63727076804009,feasible,False
CELEBRATION,20.0,732647.56,3697151.837,1452039.166,0.3927453429065105,5.0462897016950405,3.06438292239723,6.055547642034049,0.6625869736583581,-33.74130263416419,feasible,False
CLEANING,-20.0,96160410.46,239760703.561,56072720.221,0.23386951818288254,2.4933410996694283,1.9102246180137614,1.9946728797355426,6.905014618751764,590.5014618751763,feasible,False
CLEANING,-15.0,96160410.46,239760703.561,56072720.221,0.23386951818288254,2.4933410996694283,1.9102246180137614,2.119339934719014,2.788492449341559,178.84924493415588,feasible,False
CLEANING,-10.0,96160410.46,239760703.561,56072720.221,0.23386951818288254,2.4933410996694283,1.9102246180137614,2.2440069897024855,1.7469960403038687,74.69960403038687,feasible,False
CLEANING,-5.0,96160410.46,239760703.561,56072720.221,0.23386951818288254,2.4933410996694283,1.9102246180137614,2.3686740446859567,1.2719319683552353,27.193196835523526,feasible,False
CLEANING,-2.0,96160410.46,239760703.561,56072720.221,0.23386951818288254,2.4933410996694283,1.9102246180137614,2.4434742776760396,1.0935149626273424,9.351496262734237,feasible,False
CLEANING,2.0,96160410.46,239760703.561,56072720.221,0.23386951818288254,2.4933410996694283,1.9102246180137614,2.543207921662817,0.921219372285599,-7.8780627714400975,feasible,False
CLEANING,5.0,96160410.46,239760703.561,56072720.221,0.23386951818288254,2.4933410996694283,1.9102246180137614,2.6180081546529,0.8238627369361033,-17.613726306389665,feasible,False
CLEANING,10.0,96160410.46,239760703.561,56072720.221,0.23386951818288254,2.4933410996694283,1.9102246180137614,2.742675209636371,0.7004817913768834,-29.951820862311664,feasible,False
CLEANING,15.0,96160410.46,239760703.561,56072720.221,0.23386951818288254,2.4933410996694283,1.9102246180137614,2.8673422646198423,0.6092422219142255,-39.07577780857745,feasible,False
CLEANING,20.0,96160410.46,239760703.561,56072720.221,0.23386951818288254,2.4933410996694283,1.9102246180137614,2.992009319603314,0.5390319171587966,-46.096808284120335,feasible,False
DAIRY,-20.0,63461344.602,112503107.558,25874407.461,0.22998838007795183,1.7727816557239229,1.3650624744920687,1.4182253245791383,7.66924987212113,666.924987212113,feasible,False
DAIRY,-15.0,63461344.602,112503107.558,25874407.461,0.22998838007795183,1.7727816557239229,1.3650624744920687,1.5068644073653343,2.875272381486149,187.5272381486149,feasible,False
DAIRY,-10.0,63461344.602,112503107.558,25874407.461,0.22998838007795183,1.7727816557239229,1.3650624744920687,1.5955034901515306,1.769299532312286,76.9299532312286,feasible,False
DAIRY,-5.0,63461344.602,112503107.558,25874407.461,0.22998838007795183,1.7727816557239229,1.3650624744920687,1.6841425729377266,1.277795710913923,27.779571091392306,feasible,False
DAIRY,-2.0,63461344.602,112503107.558,25874407.461,0.22998838007795183,1.7727816557239229,1.3650624744920687,1.7373260226094445,1.0952433653356228,9.524336533562284,feasible,False
DAIRY,2.0,63461344.602,112503107.558,25874407.461,0.22998838007795183,1.7727816557239229,1.3650624744920687,1.8082372888384013,0.9199962814521077,-8.000371854789234,feasible,False
DAIRY,5.0,63461344.602,112503107.558,25874407.461,0.22998838007795183,1.7727816557239229,1.3650624744920687,1.8614207385101191,0.8214211604564465,-17.857883954355348,feasible,False
DAIRY,10.0,63461344.602,112503107.558,25874407.461,0.22998838007795183,1.7727816557239229,1.3650624744920687,1.9500598212963154,0.6969590263257833,-30.30409736742167,feasible,False
DAIRY,15.0,63461344.602,112503107.558,25874407.461,0.22998838007795183,1.7727816557239229,1.3650624744920687,2.038698904082511,0.6052510869694789,-39.474891303052104,feasible,False
DAIRY,20.0,63461344.602,112503107.558,25874407.461,0.22998838007795183,1.7727816557239229,1.3650624744920687,2.1273379868687075,0.5348711517186991,-46.51288482813008,feasible,False
DELI,-20.0,23882333.818,146175368.109,35719819.854,0.24436278366245986,6.1206483931996765,4.624989713976369,4.8965187145597415,5.508283373778495,450.8283373778495,feasible,False
DELI,-15.0,23882333.818,146175368.109,35719819.854,0.24436278366245986,6.1206483931996765,4.624989713976369,5.202551134219725,2.5896097399644025,158.96097399644026,feasible,False
DELI,-10.0,23882333.818,146175368.109,35719819.854,0.24436278366245986,6.1206483931996765,4.624989713976369,5.508583553879709,1.6926993056175326,69.26993056175326,feasible,False
DELI,-5.0,23882333.818,146175368.109,35719819.854,0.24436278366245986,6.1206483931996765,4.624989713976369,5.814615973539692,1.2572508947331837,25.725089473318373,feasible,False
DELI,-2.0,23882333.818,146175368.109,35719819.854,0.24436278366245986,6.1206483931996765,4.624989713976369,5.998235425335682,1.0891413436467643,8.914134364676428,feasible,False
DELI,2.0,23882333.818,146175368.109,35719819.854,0.24436278366245986,6.1206483931996765,4.624989713976369,6.2430613610636705,0.924346385966581,-7.565361403341897,feasible,False
DELI,5.0,23882333.818,146175368.109,35719819.854,0.24436278366245986,6.1206483931996765,4.624989713976369,6.426680812859661,0.830141570962537,-16.985842903746295,feasible,False
DELI,10.0,23882333.818,146175368.109,35719819.854,0.24436278366245986,6.1206483931996765,4.624989713976369,6.732713232519645,0.7096085734455592,-29.039142655444085,feasible,False
DELI,15.0,23882333.818,146175368.109,35719819.854,0.24436278366245986,6.1206483931996765,4.624989713976369,7.038745652179627,0.6196395648520756,-38.03604351479244,feasible,False
DELI,20.0,23882333.818,146175368.109,35719819.854,0.24436278366245986,6.1206483931996765,4.624989713976369,7.344778071839611,0.5499173032638103,-45.00826967361897,feasible,False
EGGS,-20.0,15427769.5,37029779.002,7881812.036,0.21285063666122067,2.400203023645122,1.8893182819460712,1.9201624189160977,16.563431234776065,1556.3431234776065,feasible,False
EGGS,-15.0,15427769.5,37029779.002,7881812.036,0.21285063666122067,2.400203023645122,1.8893182819460712,2.040172570098354,3.3866106688550244,238.66106688550244,feasible,False
EGGS,-10.0,15427769.5,37029779.002,7881812.036,0.21285063666122067,2.400203023645122,1.8893182819460712,2.16018272128061,1.8861270344464385,88.61270344464384,feasible,False
EGGS,-5.0,15427769.5,37029779.002,7881812.036,0.21285063666122067,2.400203023645122,1.8893182819460712,2.280192872462866,1.3070298098005926,30.70298098005926,feasible,False
EGGS,-2.0,15427769.5,37029779.002,7881812.036,0.21285063666122067,2.400203023645122,1.8893182819460712,2.3521989631722198,1.1037072023523253,10.370720235232533,feasible,False
EGGS,2.0,15427769.5,37029779.002,7881812.036,0.21285063666122067,2.400203023645122,1.8893182819460712,2.4482070841180246,0.9141080295644696,-8.589197043553042,feasible,False
EGGS,5.0,15427769.5,37029779.002,7881812.036,0.21285063666122067,2.400203023645122,1.8893182819460712,2.5202131748273784,0.8097779003501395,-19.022209964986047,feasible,False
EGGS,10.0,15427769.5,37029779.002,7881812.036,0.21285063666122067,2.400203023645122,1.8893182819460712,2.6402233260096346,0.6803586495229418,-31.96413504770582,feasible,False
EGGS,15.0,15427769.5,37029779.002,7881812.036,0.21285063666122067,2.400203023645122,1.8893182819460712,2.7602334771918904,0.5866067608969112,-41.33932391030888,feasible,False
EGGS,20.0,15427769.5,37029779.002,7881812.036,0.21285063666122067,2.400203023645122,1.8893182819460712,2.8802436283741466,0.5155633000413242,-48.44366999586758,feasible,False
FROZEN FOODS,-20.0,13688599.813,57809886.031,14518614.898,0.2511441536178523,4.223213975186726,3.16257847584137,3.378571180149381,4.9105153933017345,391.05153933017345,feasible,False
FROZEN FOODS,-15.0,13688599.813,57809886.031,14518614.898,0.2511441536178523,4.223213975186726,3.16257847584137,3.5897318789087174,2.4830318375764673,148.30318375764674,feasible,False
FROZEN FOODS,-10.0,13688599.813,57809886.031,14518614.898,0.2511441536178523,4.223213975186726,3.16257847584137,3.800892577668054,1.6616200336325053,66.16200336325053,feasible,False
FROZEN FOODS,-5.0,13688599.813,57809886.031,14518614.898,0.2511441536178523,4.223213975186726,3.16257847584137,4.01205327642739,1.2485779432346489,24.857794323464887,feasible,False
FROZEN FOODS,-2.0,13688599.813,57809886.031,14518614.898,0.2511441536178523,4.223213975186726,3.16257847584137,4.138749695682992,1.0865260906969152,8.652609069691518,feasible,False
FROZEN FOODS,2.0,13688599.813,57809886.031,14518614.898,0.2511441536178523,4.223213975186726,3.16257847584137,4.307678254690461,0.9262384981083243,-7.376150189167574,feasible,False
FROZEN FOODS,5.0,13688599.813,57809886.031,14518614.898,0.2511441536178523,4.223213975186726,3.16257847584137,4.4343746739460626,0.8339665592065609,-16.603344079343906,feasible,False
FROZEN FOODS,10.0,13688599.813,57809886.031,14518614.898,0.2511441536178523,4.223213975186726,3.16257847584137,4.6455353727054,0.7152166739223876,-28.478332607761235,feasible,False
FROZEN FOODS,15.0,13688599.813,57809886.031,14518614.898,0.2511441536178523,4.223213975186726,3.16257847584137,4.856696071464735,0.6260695845940294,-37.39304154059706,feasible,False
FROZEN FOODS,20.0,13688599.813,57809886.031,14518614.898,0.2511441536178523,4.223213975186726,3.16257847584137,5.067856770224071,0.5566827179380613,-44.331728206193866,feasible,False
GROCERY I,-20.0,338012801.538,506331312.506,91375086.409,0.180465012042717,1.4979649001520947,1.2276346464065797,1.1983719201216758,,,margin_cannot_be_restored,True
GROCERY I,-15.0,338012801.538,506331312.506,91375086.409,0.180465012042717,1.4979649001520947,1.2276346464065797,1.2732701651292804,5.9236809685049545,492.3680968504955,feasible,False
GROCERY I,-10.0,338012801.538,506331312.506,91375086.409,0.180465012042717,1.4979649001520947,1.2276346464065797,1.3481684101368854,2.242776176394684,124.27761763946839,feasible,False
GROCERY I,-5.0,338012801.538,506331312.506,91375086.409,0.180465012042717,1.4979649001520947,1.2276346464065797,1.42306665514449,1.3832445129704887,38.32445129704887,feasible,False
GROCERY I,-2.0,338012801.538,506331312.506,91375086.409,0.180465012042717,1.4979649001520947,1.2276346464065797,1.4680056021490528,1.1246377621227226,12.46377621227226,feasible,False
GROCERY I,2.0,338012801.538,506331312.506,91375086.409,0.180465012042717,1.4979649001520947,1.2276346464065797,1.5279241981551366,0.9002319666848487,-9.976803331515127,feasible,False
GROCERY I,5.0,338012801.538,506331312.506,91375086.409,0.180465012042717,1.4979649001520947,1.2276346464065797,1.5728631451596995,0.7830473287167232,-21.69526712832768,feasible,False
GROCERY I,10.0,338012801.538,506331312.506,91375086.409,0.180465012042717,1.4979649001520947,1.2276346464065797,1.6477613901673043,0.6434492870548529,-35.655071294514705,feasible,False
GROCERY I,15.0,338012801.538,506331312.506,91375086.409,0.180465012042717,1.4979649001520947,1.2276346464065797,1.7226596351749088,0.5460941566164635,-45.39058433835365,feasible,False
GROCERY I,20.0,338012801.538,506331312.506,91375086.409,0.180465012042717,1.4979649001520947,1.2276346464065797,1.7975578801825136,0.4743274843429103,-52.56725156570897,feasible,False
GROCERY II,-20.0,1937092.0,6262512.952,1789676.912,0.2857761613775901,3.2329455451780293,2.3090467773342724,2.586356436142424,3.331650155333858,233.1650155333858,feasible,False
GROCERY II,-15.0,1937092.0,6262512.952,1789676.912,0.2857761613775901,3.2329455451780293,2.3090467773342724,2.748003713401325,2.104759469395027,110.47594693950269,feasible,False
GROCERY II,-10.0,1937092.0,6262512.952,1789676.912,0.2857761613775901,3.2329455451780293,2.3090467773342724,2.9096509906602264,1.5382821954036934,53.82821954036934,feasible,False
GROCERY II,-5.0,1937092.0,6262512.952,1789676.912,0.2857761613775901,3.2329455451780293,2.3090467773342724,3.071298267919128,1.212065544319072,21.2065544319072,feasible,False
GROCERY II,-2.0,1937092.0,6262512.952,1789676.912,0.2857761613775901,3.2329455451780293,2.3090467773342724,3.1682866342744687,1.0752512937817094,7.525129378170936,feasible,False
GROCERY II,2.0,1937092.0,6262512.952,1789676.912,0.2857761613775901,3.2329455451780293,2.3090467773342724,3.29760445608159,0.934592677500118,-6.540732249988201,feasible,False
GROCERY II,5.0,1937092.0,6262512.952,1789676.912,0.2857761613775901,3.2329455451780293,2.3090467773342724,3.394592822436931,0.851091275226732,-14.8908724773268,feasible,False
GROCERY II,10.0,1937092.0,6262512.952,1789676.912,0.2857761613775901,3.2329455451780293,2.3090467773342724,3.5562400996958328,0.7407823240220331,-25.921767597796684,feasible,False
GROCERY II,15.0,1937092.0,6262512.952,1789676.912,0.2857761613775901,3.2329455451780293,2.3090467773342724,3.7178873769547334,0.6557865865681707,-34.42134134318293,feasible,False
GROCERY II,20.0,1937092.0,6262512.952,1789676.912,0.2857761613775901,3.2329455451780293,2.3090467773342724,3.879534654213635,0.5882877425832728,-41.17122574167272,feasible,False
HARDWARE,-20.0,101155.7,824076.218,260507.801,0.31612100350649847,8.146611787571041,5.5712966941062145,6.517289430056834,2.722341298822891,172.2341298822891,feasible,False
HARDWARE,-15.0,101155.7,824076.218,260507.801,0.31612100350649847,8.146611787571041,5.5712966941062145,6.924620019435385,1.9029562597972878,90.29562597972878,feasible,False
HARDWARE,-10.0,101155.7,824076.218,260507.801,0.31612100350649847,8.146611787571041,5.5712966941062145,7.331950608813937,1.462703755662476,46.2703755662476,feasible,False
HARDWARE,-5.0,101155.7,824076.218,260507.801,0.31612100350649847,8.146611787571041,5.5712966941062145,7.739281198192489,1.1878844560977277,18.788445609772776,feasible,False
HARDWARE,-2.0,101155.7,824076.218,260507.801,0.31612100350649847,8.146611787571041,5.5712966941062145,7.983679551819621,1.0675399575280755,6.753995752807551,feasible,False
HARDWARE,2.0,101155.7,824076.218,260507.801,0.31612100350649847,8.146611787571041,5.5712966941062145,8.309544023322463,0.9404976190379208,-5.950238096207916,feasible,False
HARDWARE,5.0,101155.7,824076.218,260507.801,0.31612100350649847,8.146611787571041,5.5712966941062145,8.553942376949594,0.8634331286074045,-13.65668713925955,feasible,False
HARDWARE,10.0,101155.7,824076.218,260507.801,0.31612100350649847,8.146611787571041,5.5712966941062145,8.961272966328146,0.7596852858727705,-24.03147141272295,feasible,False
HARDWARE,15.0,101155.7,824076.218,260507.801,0.31612100350649847,8.146611787571041,5.5712966941062145,9.368603555706697,0.6781951491745882,-32.180485082541175,feasible,False
HARDWARE,20.0,101155.7,824076.218,260507.801,0.31612100350649847,8.146611787571041,5.5712966941062145,9.77593414508525,0.6124939720700946,-38.75060279299054,feasible,False
HOME AND KITCHEN I,-20.0,1796998.26,16694622.459,5098898.974,0.3054216402031425,9.290283040674732,6.452829556440416,7.432226432539785,2.8971436947348717,189.71436947348715,feasible,False
HOME AND KITCHEN I,-15.0,1796998.26,16694622.459,5098898.974,0.3054216402031425,9.290283040674732,6.452829556440416,7.8967405845735215,1.9651165680914433,96.51165680914433,feasible,False
HOME AND KITCHEN I,-10.0,1796998.26,16694622.459,5098898.974,0.3054216402031425,9.290283040674732,6.452829556440416,8.36125473660726,1.4868036293601272,48.68036293601272,feasible,False
HOME AND KITCHEN I,-5.0,1796998.26,16694622.459,5098898.974,0.3054216402031425,9.290283040674732,6.452829556440416,8.825768888640996,1.1957547526522572,19.575475265225716,feasible,False
HOME AND KITCHEN I,-2.0,1796998.26,16694622.459,5098898.974,0.3054216402031425,9.290283040674732,6.452829556440416,9.104477379861237,1.0700717716630226,7.007177166302259,feasible,False
HOME AND KITCHEN I,2.0,1796998.26,16694622.459,5098898.974,0.3054216402031425,9.290283040674732,6.452829556440416,9.476088701488226,0.9385412722168226,-6.14587277831774,feasible,False
HOME AND KITCHEN I,5.0,1796998.26,16694622.459,5098898.974,0.3054216402031425,9.290283040674732,6.452829556440416,9.754797192708468,0.8593220154759785,-14.067798452402148,feasible,False
HOME AND KITCHEN I,10.0,1796998.26,16694622.459,5098898.974,0.3054216402031425,9.290283040674732,6.452829556440416,10.219311344742206,0.7533432109102672,-24.665678908973277,feasible,False
